place,time,magnitude,longitude,latitude,depth(km)
"35km ENE of Chernabura Island, Alaska","2016-09-10T16:05:28Z","2.6","-159.0984","54.9569","29"
"77km E of Middleton Island, Alaska","2016-09-10T16:03:02Z","3.6","-144.9925","59.3094","22.8"
"5km N of Beri Khas, India","2016-09-10T15:27:24Z","4","76.5836","28.7474","15.19"
"87km ENE of Kimbe, Papua New Guinea","2016-09-10T15:06:58Z","4.8","150.8453","-5.1898","176.95"
"168km S of Ngulung Wetan, Indonesia","2016-09-10T13:22:35Z","4.7","111.7042","-9.7963","35.47"
"292km ENE of Dili, East Timor","2016-09-10T12:49:09Z","4.2","128.0329","-7.5615","142.84"
"170km NE of Gisborne, New Zealand","2016-09-10T12:49:07Z","4.7","179.351","-37.5468","10"
"27km ENE of Nsunga, Tanzania","2016-09-10T12:27:33Z","5.9","31.618","-1.035","40"
"49km N of Valdez, Alaska","2016-09-10T12:05:12Z","3.5","-146.4273","61.5721","37.9"
"66km SSW of Sabtang, Philippines","2016-09-10T11:50:04Z","4.3","121.5461","19.8204","49.77"
"13km SW of Perkins, Oklahoma","2016-09-10T11:38:25Z","3.2","-97.1226","35.8799","4.673"
"26km E of Honaunau-Napoopoo, Hawaii","2016-09-10T11:24:03Z","2.55","-155.6126667","19.4263333","2.632"
"164km SSE of Ngulung Wetan, Indonesia","2016-09-10T11:21:16Z","4.6","111.7817","-9.7543","29.81"
"134km N of San Juan, Puerto Rico","2016-09-10T11:17:16Z","3.4","-65.957","19.67","148"
"51km N of Moyobamba, Peru","2016-09-10T10:08:19Z","6","-76.9648","-5.5828","114.44"
"146km SSE of Larsen Bay, Alaska","2016-09-10T10:02:40Z","2.6","-153.2225","56.2883","18.9"
"62km SW of Hihifo, Tonga","2016-09-10T09:41:28Z","4.4","-174.1975","-16.3196","89.51"
"61km ESE of Lakeview, Oregon","2016-09-10T09:01:18Z","3","-119.6714","41.9483","3.5"
"99km SSW of City of Saint Paul, Alaska","2016-09-10T07:01:57Z","3","-170.6372","56.3012","23.8"
"Easter Island region","2016-09-10T07:00:36Z","4.7","-114.0223","-27.0253","10"
"27km ESE of El Negro, Puerto Rico","2016-09-10T06:30:59Z","2.7","-65.6311","17.9053","6"
"Easter Island region","2016-09-10T06:30:51Z","4.7","-113.8088","-26.8481","10"
"62km W of Anchor Point, Alaska","2016-09-10T06:24:11Z","3.8","-152.9308","59.8637","98.8"
"56km E of Maneadero, B.C., MX","2016-09-10T05:31:26Z","2.91","-115.9768333","31.6708333","5.38"
"32km ENE of Palora, Ecuador","2016-09-10T04:53:31Z","4.3","-77.6567","-1.609","186.56"
"133km ESE of Katsuura, Japan","2016-09-10T04:10:11Z","4.4","141.5203","34.4799","34.93"
"12km S of Naze, Japan","2016-09-10T03:54:39Z","4.4","129.4828","28.2556","40.93"
"151km SSE of Larsen Bay, Alaska","2016-09-10T02:53:50Z","4.2","-153.2349","56.2833","22"
"173km S of Ngulung Wetan, Indonesia","2016-09-10T02:49:56Z","5.2","111.661","-9.8527","29.72"
"125km SSE of Larsen Bay, Alaska","2016-09-10T02:32:23Z","4.3","-153.2367","56.2585","22.2"
"72km W of Tobelo, Indonesia","2016-09-10T02:26:54Z","4.3","127.3633","1.6819","103.46"
"126km SW of Pole Ojea, Puerto Rico","2016-09-10T01:07:36Z","3.3","-67.9555","17.1079","29"
"136km NE of Iquique, Chile","2016-09-10T00:55:33Z","5","-69.0805","-19.5127","124.19"
"109km NNE of Jumla, Nepal","2016-09-10T00:46:18Z","4.9","82.638","30.1833","35.6"
"35km WSW of Masachapa, Nicaragua","2016-09-10T00:25:17Z","5","-86.8281","11.7012","45.63"
"30km ESE of Emajagua, Puerto Rico","2016-09-09T23:26:35Z","2.8","-65.6412","17.8495","6"
"134km ESE of Katsuura, Japan","2016-09-09T23:02:29Z","4.5","141.5539","34.4929","33.79"
"4km WSW of Yale, Oklahoma","2016-09-09T22:51:28Z","3.1","-96.7415","36.0935","5"
"16km WSW of Jiquilisco, El Salvador","2016-09-09T22:36:21Z","4.4","-88.7184","13.253","103.63"
"4km SW of Cherokee, Oklahoma","2016-09-09T22:35:35Z","3","-98.3926","36.7216","4.121"
"204km NE of Opotiki, New Zealand","2016-09-09T22:08:07Z","4.3","179.1554","-36.9933","8.39"
"90km SSW of Patea, New Zealand","2016-09-09T22:02:47Z","4.7","173.9458","-40.4577","98.24"
"6km SE of G. L. Garcia, Puerto Rico","2016-09-09T21:58:22Z","2.5","-66.0696","18.0827","4"
"84km SW of Uyuni, Bolivia","2016-09-09T19:31:01Z","4.3","-67.4815","-20.9036","212.32"
"14km W of Pawnee, Oklahoma","2016-09-09T17:31:40Z","3.2","-96.9658","36.3187","9.08"
"19km SSE of Filotion, Greece","2016-09-09T17:24:21Z","4.6","25.5963","36.896","175.07"
"Northern Mid-Atlantic Ridge","2016-09-09T17:17:54Z","5.5","-45.8565","22.1102","10"
"14km W of Pawnee, Oklahoma","2016-09-09T16:22:26Z","2.5","-96.9672","36.3197","7.99"
"98km W of Puerto Santa, Peru","2016-09-09T15:34:39Z","4.3","-79.5385","-9.0438","54.98"
"53km SSW of Molibagu, Indonesia","2016-09-09T15:27:29Z","4.6","123.8084","-0.0648","97.83"
"82km ESE of Chignik Lake, Alaska","2016-09-09T15:02:47Z","2.6","-157.5368","55.9746","38.1"
"218km NW of Saumlaki, Indonesia","2016-09-09T14:36:13Z","4.5","130.1914","-6.3232","135.2"
"10km W of Takahagi, Japan","2016-09-09T14:18:02Z","4.6","140.5984","36.7014","93.46"
"9km NW of Tiptonville, Tennessee","2016-09-09T13:45:37Z","3.44","-89.5346667","36.4526667","10.26"
"46km W of Hastings, New Zealand","2016-09-09T13:31:21Z","4.4","176.309","-39.6471","39.57"
"80km ESE of Chignik Lake, Alaska","2016-09-09T12:54:20Z","3.5","-157.5529","55.9888","38.5"
"44km E of Oarai, Japan","2016-09-09T11:53:16Z","5.2","141.0932","36.3855","31.25"
"64km S of Kiska Volcano, Alaska","2016-09-09T11:26:37Z","3.4","177.7437","51.5306","52.4"
"7km NNE of Rose Hill, Kansas","2016-09-09T10:49:10Z","2.8","-97.106","37.6255","3.1"
"86km N of Culebra, Puerto Rico","2016-09-09T10:09:03Z","3.2","-65.2894","19.0858","57"
"112km SW of King Salmon, Alaska","2016-09-09T07:07:32Z","2.7","-157.7174","57.8472","186.5"
"200km SE of Amatignak Island, Alaska","2016-09-09T05:59:21Z","2.5","-177.1182","49.9809","32.9"
"5km NE of Medford, Oklahoma","2016-09-09T03:10:48Z","2.7","-97.6967","36.8506","6.762"
"0km WSW of Spencer, Oklahoma","2016-09-09T02:06:29Z","3.8","-97.3848","35.5213","5"
"87km SSW of Nueva Concepcion, Guatemala","2016-09-09T01:16:38Z","4.5","-91.6281","13.4723","36.23"
"43km W of Ovalle, Chile","2016-09-09T01:01:18Z","4.3","-71.648","-30.668","42"
"19km ENE of Sungjibaegam, North Korea","2016-09-09T00:30:01Z","5.3","129.0147","41.2977","0"
"9km NNW of Perry, Oklahoma","2016-09-09T00:21:33Z","3","-97.3161","36.3752","5"
"68km W of Salsacate, Argentina","2016-09-09T00:03:45Z","5.6","-65.8031","-31.3743","156.8"
"197km ESE of Nikol'skoye, Russia","2016-09-08T23:41:13Z","4","168.6904","54.3506","35.58"
"94km NE of Mohean, India","2016-09-08T23:35:06Z","4.5","93.8842","8.6016","80.77"
"283km SE of Lambasa, Fiji","2016-09-08T23:27:54Z","4.5","-178.473","-17.9333","568.67"
"Southwest Indian Ridge","2016-09-08T22:58:05Z","4.5","60.8628","-29.2547","10"
"5km N of Stillwater, Oklahoma","2016-09-08T22:52:03Z","2.5","-97.0473","36.167","7.473"
"106km ENE of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-08T22:41:45Z","4.7","-25.5104","-56.4827","89.06"
"Southwest Indian Ridge","2016-09-08T22:12:26Z","4.6","61.1552","-29.1488","10"
"9km NE of Arecibo, Puerto Rico","2016-09-08T21:47:05Z","2.9","-66.6638","18.5403","82.32"
"21km SW of Macquarie Island, Australia","2016-09-08T21:46:20Z","6.1","158.7141","-54.6155","10"
"18km SSW of Soufriere, Dominica","2016-09-08T21:39:51Z","4.2","-61.4329","15.0778","173.04"
"5km N of Stillwater, Oklahoma","2016-09-08T21:38:43Z","3.1","-97.048","36.1683","6.014"
"64km NE of Atka, Alaska","2016-09-08T21:36:04Z","2.5","-173.4131","52.5248","113.7"
"5km N of Stillwater, Oklahoma","2016-09-08T21:34:43Z","3.2","-97.0459","36.1674","5.942"
"19km W of Perry, Oklahoma","2016-09-08T21:29:29Z","3.5","-97.5077","36.286","5.131"
"28km ESE of Emajagua, Puerto Rico","2016-09-08T21:27:08Z","2.6","-65.6412","17.8777","13.59"
"19km SSE of Little Sitkin Island, Alaska","2016-09-08T21:23:52Z","2.5","178.6129","51.7883","95.7"
"198km ENE of Opotiki, New Zealand","2016-09-08T21:23:09Z","4.4","179.1544","-37.0876","11.24"
"40km NE of Finschhafen, Papua New Guinea","2016-09-08T21:06:37Z","4","148.1195","-6.333","101.79"
"116km SSW of Bengkulu, Indonesia","2016-09-08T19:36:04Z","4.6","101.9804","-4.818","30.58"
"20km WNW of Pawnee, Oklahoma","2016-09-08T19:00:29Z","2.5","-97.0093","36.4282","5.3"
"67km ESE of Lakeview, Oregon","2016-09-08T17:50:09Z","2.6","-119.6416","41.8793","10.9"
"41km WSW of Frenchtown, Montana","2016-09-08T16:19:35Z","2.6","-114.6981667","46.8278333","3.73"
"11km N of Perry, Oklahoma","2016-09-08T15:36:22Z","2.9","-97.2938","36.3943","6.525"
"159km W of Port Orford, Oregon","2016-09-08T15:00:47Z","2.9","-126.4207","43.0041","10"
"180km NNW of Sola, Vanuatu","2016-09-08T14:50:10Z","4.3","166.9759","-12.3553","205.04"
"99km W of Ovalle, Chile","2016-09-08T13:59:06Z","4.4","-72.2277","-30.4551","10"
"15km SE of San Juan del Sur, Nicaragua","2016-09-08T13:35:14Z","4.5","-85.7586","11.1632","84.77"
"96km W of Noatak, Alaska","2016-09-08T13:22:08Z","2.8","-165.2293","67.6201","20.8"
"76km SSW of Little Sitkin Island, Alaska","2016-09-08T12:20:24Z","2.5","178.2811","51.2763","5.6"
"131km SE of Kuril'sk, Russia","2016-09-08T12:13:52Z","5.2","149.1559","44.469","32.37"
"31km SSE of Little Sitkin Island, Alaska","2016-09-08T12:08:50Z","2.6","178.7149","51.6981","70.6"
"72km SSE of Naze, Japan","2016-09-08T11:00:27Z","4.9","129.8697","27.8135","25.05"
"192km N of Puerto Ayora, Ecuador","2016-09-08T10:15:18Z","4.5","-90.6861","0.9652","10"
"14km ENE of Santa Lucia, Peru","2016-09-08T09:38:45Z","4.5","-70.4854","-15.6336","192.75"
"1km NNE of Rio Dell, California","2016-09-08T08:40:50Z","2.87","-124.1015","40.5148333","22.12"
"129km ENE of Santa Cruz das Flores, Portugal","2016-09-08T08:14:49Z","4.6","-29.6361","39.681","10"
"186km SE of Chirikof Island, Alaska","2016-09-08T07:34:18Z","3.2","-153.9063","54.4695","12"
"13km E of Pahala, Hawaii","2016-09-08T05:38:22Z","2.66","-155.3498383","19.185833","45.94"
"241km SSW of Hachijo-jima, Japan","2016-09-08T05:10:45Z","4.7","138.4364","31.2363","355.07"
"0km WSW of Pahala, Hawaii","2016-09-08T03:56:54Z","2.65","-155.4824982","19.2043343","36.25"
"31km SW of Lebu, Chile","2016-09-08T03:51:46Z","4.2","-73.9464","-37.7829","11.68"
"0km NNW of Pahala, Hawaii","2016-09-08T03:10:02Z","2.56","-155.4816742","19.2076664","35.62"
"77km NNE of Calama, Chile","2016-09-08T02:34:01Z","5","-68.5971","-21.8435","128.99"
"7km ESE of Mammoth Lakes, California","2016-09-08T01:52:09Z","3.29","-118.895","37.6231667","1.22"
"5km WSW of Volcano, Hawaii","2016-09-08T00:03:10Z","2.69","-155.2856667","19.4055","1.104"
"87km W of Willow, Alaska","2016-09-07T23:47:48Z","3.3","-151.6881","61.6706","97"
"5km WSW of Volcano, Hawaii","2016-09-07T23:26:52Z","2.51","-155.285","19.4046667","1.261"
"88km SW of Larsen Bay, Alaska","2016-09-07T23:06:34Z","2.8","-154.947","56.9447","0.8"
"46km WNW of La Ligua, Chile","2016-09-07T22:54:32Z","4.9","-71.704","-32.3468","33.87"
"186km ESE of Nikol'skoye, Russia","2016-09-07T22:20:46Z","4.6","168.6629","54.5285","10"
"278km SSE of False Pass, Alaska","2016-09-07T21:39:46Z","2.8","-162.1525","52.4669","9.8"
"271km E of Petropavlovsk-Kamchatskiy, Russia","2016-09-07T21:35:17Z","4.3","162.5695","52.5083","10"
"28km NE of Belokany, Azerbaijan","2016-09-07T21:29:42Z","4.2","46.6359","41.9189","54.56"
"103km SSE of False Pass, Alaska","2016-09-07T21:15:46Z","2.6","-163.1013","53.9347","14.7"
"21km NW of Medford, Oklahoma","2016-09-07T21:04:25Z","3","-97.9016","36.9446","4.03"
"194km ESE of Nikol'skoye, Russia","2016-09-07T20:47:07Z","5.2","168.7357","54.4516","10"
"194km ESE of Nikol'skoye, Russia","2016-09-07T20:37:13Z","4.8","168.7604","54.4762","10"
"182km ESE of Nikol'skoye, Russia","2016-09-07T20:07:36Z","5.5","168.6349","54.577","10"
"106km E of Iquique, Chile","2016-09-07T20:03:24Z","5.4","-69.1346","-20.0918","100.08"
"100km SE of Yunaska Island, Alaska","2016-09-07T18:32:33Z","2.7","-169.527","52.0846","45.1"
"111km WSW of Amatignak Island, Alaska","2016-09-07T18:11:31Z","2.8","179.3773","50.9631","5.8"
"29km ESE of Tlyarata, Russia","2016-09-07T16:57:49Z","4.4","46.6608","41.9687","52.09"
"179km W of Lata, Solomon Islands","2016-09-07T16:31:34Z","4.5","164.1989","-10.8391","10"
"234km NW of Saumlaki, Indonesia","2016-09-07T16:08:39Z","4.3","129.7255","-6.5465","150.99"
"66km NNE of Simbahan, Philippines","2016-09-07T15:44:51Z","4.5","120.8817","6.8273","51.75"
"95km SE of Akutan, Alaska","2016-09-07T14:44:42Z","2.9","-164.721","53.5389","15.6"
"59km E of Palu, Indonesia","2016-09-07T14:32:40Z","5.1","120.4","-0.926","20.58"
"60km WSW of Talkeetna, Alaska","2016-09-07T12:59:54Z","2.5","-151.2054","62.1415","84.1"
"73km W of Anchor Point, Alaska","2016-09-07T11:47:04Z","4.2","-153.1422","59.7258","104.2"
"13km WNW of Turangi, New Zealand","2016-09-07T11:29:45Z","4.5","175.7901","-38.9483","109.6"
"11km NW of Pawnee, Oklahoma","2016-09-07T11:17:39Z","2.9","-96.8914","36.4114","4.43"
"117km NNW of Dillingham, Alaska","2016-09-07T10:31:20Z","3.2","-158.9546","60.068","5.3"
"37km E of Shizunai, Japan","2016-09-07T09:42:02Z","4.9","142.8217","42.3427","102.91"
"12km W of Manley Hot Springs, Alaska","2016-09-07T09:30:19Z","3","-150.8935","65.0037","18.6"
"51km WNW of San Antonio de los Cobres, Argentina","2016-09-07T09:03:03Z","4.5","-66.7734","-24.01","193.44"
"4km ENE of Sudden Valley, Washington","2016-09-07T06:50:25Z","3.16","-122.2888333","48.7446667","17.97"
"19km NNW of Amatignak Island, Alaska","2016-09-07T06:33:29Z","2.7","-179.1835","51.4337","19.8"
"65km SSE of Ifalik, Micronesia","2016-09-07T05:56:07Z","4.7","144.7099","6.7171","10"
"4km SSW of Volcano, Hawaii","2016-09-07T05:43:03Z","2.94","-155.2503333","19.393","2.742"
"3km SSE of Rosario, Philippines","2016-09-07T04:54:22Z","5","126.0149","8.3609","10"
"4km WSW of Tsukuba, Japan","2016-09-07T04:28:49Z","4.9","140.0558","36.1851","47.6"
"14km NW of Pawnee, Oklahoma","2016-09-07T02:26:50Z","3.9","-96.908","36.4326","4.444"
"81km W of Tomigusuku, Japan","2016-09-07T02:16:52Z","4.6","126.8611","26.2682","68.67"
"85km SE of Atka, Alaska","2016-09-07T01:36:49Z","4.8","-173.5039","51.5548","42.29"
"67km ENE of Palue, Indonesia","2016-09-07T01:14:51Z","4.5","123.259","-8.195","41.78"
"30km NW of Cempa, Indonesia","2016-09-07T00:50:59Z","4.3","119.6987","-8.2844","171.47"
"191km NNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-07T00:13:26Z","4.5","-28.5591","-55.1557","10"
"20km NW of Medford, Oklahoma","2016-09-07T00:13:20Z","2.7","-97.8978","36.9346","5.128"
"5km ENE of Seymour, Tennessee","2016-09-07T00:07:27Z","2.53","-83.681","35.8961667","23.79"
"56km SW of Illapel, Chile","2016-09-07T00:06:00Z","4.2","-71.6199","-31.9545","67.36"
"192km ESE of Kimbe, Papua New Guinea","2016-09-06T23:56:55Z","4.5","151.7522","-6.2184","10"
"7km ENE of Edmond, Oklahoma","2016-09-06T23:49:13Z","2.6","-97.4001","35.6744","4.66"
"27km WSW of Alva, Oklahoma","2016-09-06T23:27:49Z","2.6","-98.9246","36.6708","5.152"
"86km E of Oarai, Japan","2016-09-06T22:12:00Z","4.4","141.5637","36.2928","35.43"
"193km NE of Opotiki, New Zealand","2016-09-06T21:43:08Z","4.9","178.9669","-36.9647","11.37"
"6km ENE of Caldwell, Kansas","2016-09-06T21:39:36Z","2.7","-97.544","37.0619","5"
"76km SE of Yigo Mayor's Office, Guam","2016-09-06T21:22:07Z","4.7","145.4667","13.1247","39.09"
"155km ESE of Ohara, Japan","2016-09-06T20:47:57Z","4.6","141.8265","34.5051","10"
"32km SE of Pecos, Texas","2016-09-06T20:15:04Z","3.6","-103.2812","31.1897","2.15"
"44km SSE of Princeton, Canada","2016-09-06T19:54:32Z","2.56","-120.3885","49.0651667","8.85"
"21km NW of Medford, Oklahoma","2016-09-06T19:52:28Z","2.6","-97.901","36.9446","6.15"
"65km WNW of Abra Pampa, Argentina","2016-09-06T19:14:22Z","4.3","-66.2998","-22.5308","298.81"
"21km NW of Medford, Oklahoma","2016-09-06T18:33:49Z","3.5","-97.9073","36.9371","4.881"
"48km NE of Dasu, Pakistan","2016-09-06T18:02:24Z","4.3","73.6051","35.6473","60.76"
"22km NW of Medford, Oklahoma","2016-09-06T17:49:45Z","3.7","-97.9285","36.935","12.08"
"21km NW of Medford, Oklahoma","2016-09-06T17:48:34Z","3.9","-97.9125","36.9372","4.448"
"29km SE of El Negro, Puerto Rico","2016-09-06T17:28:21Z","2.5","-65.6308","17.872","7.76"
"9km S of Nishinoomote, Japan","2016-09-06T17:19:28Z","4.5","131.0028","30.6517","35.82"
"13km WNW of Pawnee, Oklahoma","2016-09-06T17:13:47Z","2.5","-96.9394","36.3834","10.05"
"3km WSW of Uto, Japan","2016-09-06T16:56:01Z","4.3","130.6307","32.6663","14.65"
"145km WSW of Port-Olry, Vanuatu","2016-09-06T16:54:52Z","4.1","165.7797","-15.5072","10"
"10km NE of Junction, Utah","2016-09-06T16:37:13Z","2.65","-112.1438333","38.3155","0.44"
"209km NE of Ndoi Island, Fiji","2016-09-06T15:54:58Z","4.5","-177.4149","-19.2018","576.32"
"8km WSW of Hirara, Japan","2016-09-06T15:22:52Z","5.1","125.2007","24.7804","33.4"
"68km SE of Pondaguitan, Philippines","2016-09-06T15:14:33Z","4.1","126.6123","5.9155","83.57"
"28km E of Honaunau-Napoopoo, Hawaii","2016-09-06T14:25:57Z","4.05","-155.5891667","19.452","1.182"
"142km WNW of Pangai, Tonga","2016-09-06T13:41:32Z","4.3","-175.6115","-19.3345","221.97"
"112km E of Chichi-shima, Japan","2016-09-06T13:34:22Z","4.7","143.3537","27.1467","10"
"106km ESE of Pangai, Tonga","2016-09-06T13:20:34Z","4.3","-173.4524","-20.2459","5.73"
"3km W of Langston, Oklahoma","2016-09-06T13:00:00Z","2.8","-97.2957","35.9427","5.69"
"186km ESE of Nikol'skoye, Russia","2016-09-06T12:58:10Z","4.2","168.4848","54.3452","34.92"
"Southeast Indian Ridge","2016-09-06T12:07:57Z","5.1","95.7497","-45.8205","10"
"103km NE of Ndoi Island, Fiji","2016-09-06T11:04:18Z","4.8","-177.9736","-20.0108","567.61"
"50km N of Larsen Bay, Alaska","2016-09-06T10:25:41Z","3.3","-153.97","57.9896","55.5"
"239km NE of Gisborne, New Zealand","2016-09-06T09:48:26Z","4.8","179.8844","-37.0893","10"
"172km NE of Opotiki, New Zealand","2016-09-06T08:20:57Z","4.8","178.8253","-37.1358","39.91"
"28km ESE of Emajagua, Puerto Rico","2016-09-06T08:17:02Z","2.5","-65.6582","17.8625","11.85"
"68km WSW of Panguna, Papua New Guinea","2016-09-06T08:05:29Z","4.4","154.9607","-6.6384","94.82"
"4km S of Cushing, Oklahoma","2016-09-06T07:57:03Z","2.6","-96.7702","35.9486","4.832"
"124km SW of Uyuni, Bolivia","2016-09-06T07:37:45Z","5","-67.6974","-21.2264","148.46"
"4km SE of Loma Linda, CA","2016-09-06T05:21:10Z","2.75","-117.2305","34.025","16.39"
"31km SSE of Lata, Solomon Islands","2016-09-06T04:13:35Z","5.8","165.9892","-10.9588","73.32"
"42km ENE of Cold Bay, Alaska","2016-09-06T02:58:05Z","4.1","-162.1246","55.3566","146.2"
"133km ENE of Watubuku, Indonesia","2016-09-06T00:50:09Z","4.2","123.8898","-8.2239","174.77"
"204km NE of Gisborne, New Zealand","2016-09-06T00:26:01Z","4.4","179.4694","-37.2257","10"
"163km ESE of Nikol'skoye, Russia","2016-09-05T23:38:07Z","4.3","168.3032","54.5689","10"
"36km S of General Enrique Mosconi, Argentina","2016-09-05T23:23:57Z","4.7","-63.7722","-22.9212","528.61"
"70km S of Nikolski, Alaska","2016-09-05T23:01:16Z","4.2","-168.963","52.3115","10"
"194km NNE of Gisborne, New Zealand","2016-09-05T23:00:12Z","5","179.2206","-37.1905","12.09"
"185km ESE of Nikol'skoye, Russia","2016-09-05T22:54:05Z","6.1","168.525","54.3988","18"
"114km SW of Kokopo, Papua New Guinea","2016-09-05T22:42:53Z","4.2","151.4741","-5.013","156.49"
"139km NE of Opotiki, New Zealand","2016-09-05T22:28:46Z","4.6","178.4961","-37.28","38.4"
"91km N of Culebra, Puerto Rico","2016-09-05T21:25:32Z","3.2","-65.338","19.1305","15.56"
"14km WNW of Perry, Oklahoma","2016-09-05T21:15:46Z","3.1","-97.4312","36.3557","5"
"Vanuatu region","2016-09-05T21:07:49Z","4.2","171.8877","-14.8073","612.16"
"73km NNE of Savannah Bight, Honduras","2016-09-05T20:10:30Z","4.9","-85.4941","17.0189","11.56"
"Northern Mid-Atlantic Ridge","2016-09-05T20:06:24Z","5.1","-41.3304","31.1743","10"
"39km SE of Emajagua, Puerto Rico","2016-09-05T18:35:52Z","4.1","-65.6355","17.7368","7.45"
"98km SSE of Chignik Lake, Alaska","2016-09-05T17:49:17Z","3.1","-158.4311","55.3868","9.8"
"207km NE of Gisborne, New Zealand","2016-09-05T17:01:54Z","5.4","179.3321","-37.11","10"
"74km SSE of Akutan, Alaska","2016-09-05T16:59:53Z","2.6","-165.2576","53.542","59.08"
"183km NE of Opotiki, New Zealand","2016-09-05T16:51:48Z","4.6","178.9781","-37.1332","16.16"
"296km NNW of Marion Island, Prince Edward Islands","2016-09-05T16:34:17Z","4.3","35.7398","-44.6452","10"
"Prince Edward Islands region","2016-09-05T16:33:11Z","4.1","35.596","-44.6193","10"
"143km ESE of Katsuura, Japan","2016-09-05T16:24:17Z","4.6","141.6378","34.4522","24.51"
"161km NE of Opotiki, New Zealand","2016-09-05T15:19:04Z","5.9","178.6702","-37.14","29.66"
"261km SSW of L'Esperance Rock, New Zealand","2016-09-05T15:17:15Z","4.8","179.9646","-33.5895","10"
"254km NW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-05T15:04:04Z","4.9","-30.3278","-55.2277","10"
"106km ESE of Akutan, Alaska","2016-09-05T14:31:36Z","2.8","-164.2831","53.7637","38"
"17km S of Whitehall, Montana","2016-09-05T14:30:34Z","2.92","-112.1281667","45.7181667","7.78"
"108km ESE of Akutan, Alaska","2016-09-05T14:29:40Z","3.4","-164.2955","53.6912","26.8"
"99km ESE of Akutan, Alaska","2016-09-05T14:15:47Z","3.1","-164.3431","53.8264","58.2"
"216km NNW of Saumlaki, Indonesia","2016-09-05T14:02:25Z","4.3","130.6608","-6.1014","122.36"
"33km NW of Fairview, Oklahoma","2016-09-05T13:57:20Z","2.8","-98.7702","36.4613","5.806"
"16km S of Whitehall, Montana","2016-09-05T13:42:37Z","3.31","-112.1255","45.7235","7.67"
"146km SE of Shizunai, Japan","2016-09-05T13:25:41Z","4.5","143.6937","41.4621","36.54"
"224km WNW of Farallon de Pajaros, Northern Mariana Islands","2016-09-05T12:23:23Z","4.1","143.0587","21.5935","294.21"
"18km SE of Yosemite Valley, California","2016-09-05T12:08:22Z","2.84","-119.4118333","37.6331667","-1.3"
"219km E of Pagan, Northern Mariana Islands","2016-09-05T11:46:35Z","4.4","147.8142","17.7934","23.37"
"175km NE of Opotiki, New Zealand","2016-09-05T11:40:55Z","4.4","178.9205","-37.1872","28.48"
"50km SSE of Ndoi Island, Fiji","2016-09-05T11:05:14Z","4.5","-178.4334","-21.0281","547.25"
"87km NE of Raoul Island, New Zealand","2016-09-05T11:02:53Z","4.4","-177.3436","-28.6421","79.5"
"13km NW of Pawnee, Oklahoma","2016-09-05T11:00:55Z","2.6","-96.9154","36.4217","6.36"
"65km WSW of Anchor Point, Alaska","2016-09-05T10:22:22Z","2.5","-152.9133","59.5505","94.4"
"61km ESE of Inarajan Village, Guam","2016-09-05T10:21:52Z","4.7","145.2709","13.064","43"
"187km SE of False Pass, Alaska","2016-09-05T10:02:57Z","2.5","-161.5955","53.5449","12"
"South Georgia Island region","2016-09-05T09:53:55Z","4.9","-31.8266","-55.0458","10"
"17km SSE of Aliceville, Alabama","2016-09-05T08:28:27Z","2.58","-88.0871667","32.9801667","0.01"
"75km NNW of Sand Point, Alaska","2016-09-05T06:54:19Z","2.8","-161.09","55.9219","156.1"
"93km WNW of Cantwell, Alaska","2016-09-05T06:41:42Z","2.6","-150.7849","63.5509","10.5"
"92km WNW of Cantwell, Alaska","2016-09-05T06:37:39Z","3.6","-150.7574","63.5833","10.2"
"241km NNW of Tobelo, Indonesia","2016-09-05T06:14:10Z","5.1","126.9841","3.6538","51.23"
"18km SE of Yosemite Valley, California","2016-09-05T05:32:33Z","2.85","-119.413","37.6331667","-0.95"
"8km NE of Batgram, Pakistan","2016-09-05T04:50:14Z","4.7","73.098","34.7371","25.92"
"54km N of Charlotte Amalie, U.S. Virgin Islands","2016-09-05T04:48:01Z","2.7","-64.9927","18.831","16.82"
"116km WSW of Haines, Alaska","2016-09-05T04:38:37Z","3.8","-137.4268","58.9963","5"
"166km NE of Gisborne, New Zealand","2016-09-05T04:08:23Z","4","179.3732","-37.6146","10"
"40km SW of Maneadero, B.C., MX","2016-09-05T03:45:34Z","2.78","-116.8716667","31.461","14.78"
"170km S of Inarajan Village, Guam","2016-09-05T03:44:38Z","4.5","145.0034","11.7506","10"
"94km SSW of Corinto, Nicaragua","2016-09-05T03:06:50Z","4.3","-87.3669","11.6468","36.39"
"92km N of Culebra, Puerto Rico","2016-09-05T02:57:06Z","2.5","-65.3267","19.1413","42.26"
"15km NNW of Perry, Oklahoma","2016-09-05T02:37:38Z","2.7","-97.3616","36.4198","7.743"
"Southern East Pacific Rise","2016-09-05T02:35:25Z","5.3","-118.9656","-54.8189","16.05"
"Southwest Indian Ridge","2016-09-05T02:11:47Z","4.5","61.1683","-29.161","10"
"74km NNW of Talkeetna, Alaska","2016-09-05T02:09:02Z","2.8","-150.4678","62.9727","101.2"
"13km SE of Esperanza, Puerto Rico","2016-09-05T01:59:06Z","2.6","-65.3752","18.0133","16.57"
"289km NNW of Raoul Island, New Zealand","2016-09-05T01:50:56Z","4.1","-178.9222","-26.8205","364.98"
